model,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation,top1_diff,top5_diff,rank_diff
eva02_tiny_patch14_336.mim_in22k_ft_in1k,28.507,71.493,47.539,52.461,5.76,336,1.0,bicubic,-52.123,-47.987,-75
efficientnet_b2_pruned.in1k,28.36,71.64,47.057,52.943,8.31,260,0.89,bicubic,-51.56,-47.795,-24
tf_efficientnet_b0.ap_in1k,28.354,71.646,47.535,52.465,5.29,224,0.875,bicubic,-48.736,-45.727,178
darknet53.c2ns_in1k,28.328,71.672,46.88,53.12,41.61,288,1.0,bicubic,-52.204,-48.552,-77
tf_efficientnet_cc_b0_4e.in1k,28.313,71.687,47.36,52.64,13.31,224,0.875,bicubic,-48.989,-45.976,162
mixnet_xl.ra_in1k,28.291,71.709,46.708,53.292,11.90,224,0.875,bicubic,-52.191,-48.229,-76
seresnet33ts.ra2_in1k,28.236,71.764,47.578,52.422,19.78,288,1.0,bicubic,-52.548,-47.784,-103
fastvit_s12.apple_in1k,28.126,71.874,46.649,53.351,9.47,256,0.9,bicubic,-51.816,-48.145,-37
gernet_s.idstcv_in1k,28.051,71.949,46.727,53.273,8.17,224,0.875,bilinear,-48.859,-46.589,171
levit_conv_192.fb_dist_in1k,28.032,71.968,45.874,54.126,10.95,224,0.9,bicubic,-51.806,-48.904,-37
mobilevitv2_175.cvnets_in1k,28.028,71.972,46.098,53.902,14.25,256,0.888,bicubic,-52.832,-49.158,-126
levit_192.fb_dist_in1k,28.028,71.972,45.87,54.13,10.95,224,0.9,bicubic,-51.81,-48.914,-37
efficientnet_el_pruned.in1k,28.004,71.996,46.804,53.196,10.59,300,0.904,bicubic,-52.294,-48.418,-71
vit_base_patch16_224.augreg_in1k,27.971,72.029,45.737,54.263,86.57,224,0.9,bicubic,-51.183,-48.353,18
fastvit_t12.apple_in1k,27.935,72.065,46.393,53.607,7.55,256,0.9,bicubic,-51.329,-48.169,7
xception41.tf_in1k,27.88,72.12,45.888,54.112,26.97,299,0.903,bicubic,-50.624,-48.388,58
dpn68b.mx_in1k,27.814,72.186,47.415,52.585,12.61,224,0.875,bicubic,-49.704,-46.437,123
tf_efficientnetv2_b1.in1k,27.745,72.255,46.58,53.42,8.14,240,0.882,bicubic,-51.715,-48.142,-21
vit_base_patch16_224.sam_in1k,27.703,72.297,45.1,54.9,86.57,224,0.9,bicubic,-52.535,-49.656,-78
fbnetv3_b.ra2_in1k,27.67,72.33,46.987,53.013,8.60,256,0.95,bilinear,-51.476,-47.757,6
mobilevitv2_200.cvnets_in1k,27.637,72.363,45.784,54.216,18.45,256,0.888,bicubic,-53.497,-49.578,-175
resmlp_24_224.fb_in1k,27.517,72.483,45.69,54.31,30.02,224,0.875,bicubic,-51.857,-48.856,-24
tiny_vit_5m_224.in1k,27.483,72.517,45.855,54.145,5.39,224,0.95,bicubic,-51.687,-48.939,-5
gcresnet33ts.ra2_in1k,27.401,72.599,46.155,53.845,19.88,288,1.0,bicubic,-53.199,-49.167,-127
convnext_pico.d1_in1k,27.358,72.642,45.66,54.34,9.05,288,0.95,bicubic,-53.058,-49.388,-111
vit_small_patch16_384.augreg_in1k,27.328,72.672,46.118,53.882,22.20,384,1.0,bicubic,-53.788,-49.456,-186
convnext_pico_ols.d1_in1k,27.297,72.703,45.644,54.356,9.06,288,1.0,bicubic,-53.165,-49.608,-123
resnet33ts.ra2_in1k,27.257,72.743,45.183,54.817,19.68,288,1.0,bicubic,-52.469,-49.645,-64
ghostnetv2_160.in1k,27.232,72.768,46.366,53.634,12.39,224,0.875,bicubic,-50.6,-47.574,79
efficientnet_b1_pruned.in1k,27.196,72.804,45.861,54.139,6.33,240,0.882,bicubic,-51.044,-47.973,49
tf_efficientnetv2_b2.in1k,27.163,72.837,44.568,55.432,10.10,260,0.89,bicubic,-53.033,-50.474,-100
vit_base_patch32_224.augreg_in1k,27.14,72.861,45.175,54.825,88.22,224,0.9,bicubic,-47.755,-46.603,178
rexnet_130.nav_in1k,27.081,72.919,45.957,54.043,7.56,224,0.875,bicubic,-52.425,-48.721,-58
rexnet_100.nav_in1k,26.841,73.159,45.379,54.621,4.80,224,0.875,bicubic,-51.015,-48.261,64
densenet169.tv_in1k,26.819,73.181,45.381,54.619,14.15,224,0.875,bicubic,-49.081,-47.647,142
tinynet_a.in1k,26.815,73.185,45.082,54.918,6.19,192,0.875,bicubic,-50.833,-48.458,69
efficientvit_m5.r224_in1k,26.674,73.326,44.923,55.077,12.47,224,0.875,bicubic,-50.384,-48.261,98
efficientnet_es.ra_in1k,26.619,73.381,45.096,54.904,5.44,224,0.875,bicubic,-51.439,-48.83,38
mobilenetv3_large_100.miil_in21k_ft_in1k,26.493,73.507,44.491,55.509,5.48,224,0.875,bilinear,-51.427,-48.423,43
tf_efficientnet_b0.aa_in1k,26.483,73.517,45.642,54.358,5.29,224,0.875,bicubic,-50.361,-47.576,99
tf_efficientnet_b2.in1k,26.462,73.538,44.788,55.212,9.11,260,0.89,bicubic,-53.147,-49.926,-90
tf_efficientnet_el.in1k,26.353,73.647,44.173,55.827,10.59,300,0.904,bicubic,-53.895,-50.947,-141
levit_conv_128.fb_dist_in1k,26.33,73.67,44.12,55.88,9.21,224,0.9,bicubic,-52.164,-49.888,-11
levit_128.fb_dist_in1k,26.328,73.672,44.116,55.884,9.21,224,0.9,bicubic,-52.162,-49.896,-10
resmlp_12_224.fb_distilled_in1k,26.316,73.684,44.874,55.126,15.35,224,0.875,bicubic,-51.638,-48.686,29
mobilevitv2_150.cvnets_in1k,26.178,73.822,43.762,56.238,10.59,256,0.888,bicubic,-54.192,-51.312,-163
vit_small_patch32_224.augreg_in21k_ft_in1k,26.165,73.835,45.106,54.894,22.88,224,0.9,bicubic,-49.829,-47.694,105
densenetblur121d.ra_in1k,26.135,73.865,45.037,54.963,8.00,288,0.95,bicubic,-51.187,-48.751,54
efficientnet_b1.ft_in1k,26.055,73.945,44.08,55.92,7.79,256,1.0,bicubic,-52.745,-50.262,-47
fastvit_t8.apple_dist_in1k,26.033,73.967,44.397,55.603,4.03,256,0.9,bicubic,-51.143,-48.901,57
mobilevitv2_125.cvnets_in1k,26.021,73.979,43.668,56.332,7.48,256,0.888,bicubic,-53.659,-51.19,-119
dpn68.mx_in1k,26.006,73.994,44.084,55.916,12.61,224,0.875,bicubic,-50.34,-48.924,88
hardcorenas_f.miil_green_in1k,25.939,74.061,44.204,55.796,8.20,224,0.875,bilinear,-52.157,-49.598,-1
vit_small_patch16_224.augreg_in1k,25.935,74.065,43.964,56.036,22.05,224,0.9,bicubic,-52.913,-50.324,-61
repghostnet_150.in1k,25.923,74.077,44.328,55.672,6.58,224,0.875,bicubic,-51.537,-49.182,34
fastvit_t8.apple_in1k,25.876,74.124,44.153,55.847,4.03,256,0.9,bicubic,-50.298,-48.899,83
hardcorenas_c.miil_green_in1k,25.821,74.179,44.764,55.236,5.52,224,0.875,bilinear,-51.245,-48.398,47
densenet121.ra_in1k,25.815,74.185,44.866,55.134,7.98,288,0.95,bicubic,-50.685,-48.502,69
selecsls60.in1k,25.729,74.272,44.065,55.935,30.67,224,0.875,bicubic,-52.26,-49.765,-6
hardcorenas_e.miil_green_in1k,25.658,74.342,43.408,56.592,8.07,224,0.875,bilinear,-52.132,-50.292,4
poolformer_s12.sail_in1k,25.654,74.346,44.167,55.833,11.92,224,0.9,bicubic,-51.586,-49.365,31
resmlp_12_224.fb_in1k,25.528,74.472,44.33,55.67,15.35,224,0.875,bicubic,-51.12,-48.848,51
mixnet_l.ft_in1k,25.52,74.48,43.471,56.529,7.33,224,0.875,bicubic,-53.446,-50.711,-90
convnext_femto.d1_in1k,25.51,74.49,43.672,56.328,5.22,288,0.95,bicubic,-53.206,-50.759,-71
tf_efficientnet_lite1.in1k,25.509,74.492,43.573,56.427,5.42,240,0.882,bicubic,-51.136,-49.651,49
cs3darknet_focus_m.c2ns_in1k,25.493,74.507,43.762,56.238,9.30,288,0.95,bicubic,-51.791,-50.204,21
tf_mixnet_l.in1k,25.414,74.586,42.538,57.462,7.33,224,0.875,bicubic,-53.362,-51.464,-84
hardcorenas_b.miil_green_in1k,25.396,74.603,44.188,55.812,5.18,224,0.875,bilinear,-51.151,-48.574,42
convnext_femto_ols.d1_in1k,25.387,74.613,43.137,56.863,5.23,288,0.95,bicubic,-53.537,-51.389,-100
efficientformerv2_s0.snap_dist_in1k,25.349,74.651,43.929,56.071,3.60,224,0.95,bicubic,-50.765,-48.929,54
selecsls60b.in1k,25.326,74.674,43.556,56.444,32.77,224,0.875,bicubic,-53.086,-50.612,-62
hardcorenas_d.miil_green_in1k,25.326,74.674,43.137,56.863,7.50,224,0.875,bilinear,-52.108,-50.353,-2
ghostnetv2_130.in1k,25.149,74.851,43.271,56.729,8.96,224,0.875,bicubic,-51.607,-50.091,23
efficientnet_b0.ra_in1k,25.015,74.985,42.797,57.203,5.29,224,0.875,bicubic,-52.679,-50.735,-27
mobilenetv2_120d.ra_in1k,24.915,75.085,43.039,56.961,5.83,224,0.875,bicubic,-52.393,-50.463,-11
cs3darknet_m.c2ns_in1k,24.626,75.374,42.97,57.03,9.31,288,0.95,bicubic,-53.008,-51.046,-36
mobilevitv2_100.cvnets_in1k,24.553,75.447,42.919,57.081,4.90,256,0.888,bicubic,-53.527,-51.251,-65
tf_efficientnet_lite2.in1k,24.532,75.468,42.29,57.71,6.09,260,0.89,bicubic,-52.93,-51.462,-31
tf_efficientnet_lite0.in1k,24.373,75.627,42.51,57.49,4.65,224,0.875,bicubic,-50.459,-49.66,51
hardcorenas_a.miil_green_in1k,24.367,75.633,43.316,56.684,5.26,224,0.875,bilinear,-51.571,-49.192,24
efficientvit_m4.r224_in1k,24.286,75.714,41.758,58.242,8.80,224,0.875,bicubic,-50.082,-50.222,58
tf_efficientnet_b1.in1k,24.07,75.93,41.512,58.488,7.79,240,0.882,bicubic,-54.492,-52.582,-114
levit_128s.fb_dist_in1k,24.06,75.94,41.001,58.999,7.78,224,0.9,bicubic,-52.466,-51.871,1
levit_conv_128s.fb_dist_in1k,24.052,75.948,41.003,58.997,7.78,224,0.9,bicubic,-52.468,-51.863,1
efficientnet_lite0.ra_in1k,23.905,76.095,42.109,57.891,4.65,224,0.875,bicubic,-51.577,-50.411,24
repghostnet_130.in1k,23.852,76.148,41.569,58.431,5.48,224,0.875,bicubic,-52.524,-51.323,1
densenet121.tv_in1k,23.84,76.16,41.928,58.072,7.98,224,0.875,bicubic,-50.924,-50.225,39
efficientnet_es_pruned.in1k,23.815,76.185,41.991,58.009,5.44,224,0.875,bicubic,-51.191,-50.453,33
mixnet_m.ft_in1k,23.716,76.284,41.146,58.854,5.01,224,0.875,bicubic,-53.544,-52.272,-39
mobilenetv2_140.ra_in1k,23.695,76.305,41.469,58.531,6.11,224,0.875,bicubic,-52.821,-51.519,-9
convnext_atto.d2_in1k,23.589,76.411,41.087,58.913,3.70,288,0.95,bicubic,-53.419,-52.614,-30
tf_mixnet_m.in1k,23.484,76.516,40.997,59.003,5.01,224,0.875,bicubic,-53.47,-52.157,-30
efficientvit_m3.r224_in1k,23.412,76.588,40.531,59.469,6.90,224,0.875,bicubic,-49.962,-50.817,49
selecsls42b.in1k,23.369,76.632,40.681,59.319,32.46,224,0.875,bicubic,-53.802,-52.711,-44
tf_efficientnet_em.in1k,23.369,76.632,40.398,59.602,6.90,240,0.882,bicubic,-54.758,-53.65,-101
convnext_atto_ols.a2_in1k,23.129,76.871,40.881,59.119,3.70,288,0.95,bicubic,-54.087,-52.795,-53
mobilenetv2_110d.ra_in1k,23.07,76.93,40.749,59.251,4.52,224,0.875,bicubic,-51.984,-51.434,12
vit_base_patch32_224.sam_in1k,23.046,76.954,39.565,60.435,88.22,224,0.9,bicubic,-50.648,-51.449,37
tinynet_b.in1k,23.017,76.983,40.979,59.021,3.73,188,0.875,bicubic,-51.961,-51.207,12
repghostnet_111.in1k,22.881,77.119,40.439,59.561,4.54,224,0.875,bicubic,-52.175,-51.753,6
mobileone_s1.apple_in1k,22.803,77.197,39.851,60.149,4.83,224,0.9,bilinear,-52.983,-52.941,-13
deit_tiny_distilled_patch16_224.fb_in1k,22.722,77.278,40.777,59.223,5.91,224,0.9,bicubic,-51.782,-51.113,18
mobilenetv3_large_100.ra_in1k,22.657,77.343,40.763,59.237,5.48,224,0.875,bicubic,-53.109,-51.775,-14
mobilenetv3_rw.rmsp_in1k,22.63,77.37,40.362,59.638,5.48,224,0.875,bicubic,-52.99,-52.342,-13
ghostnetv2_100.in1k,22.604,77.396,40.022,59.978,6.16,224,0.875,bicubic,-52.562,-52.332,-4
edgenext_x_small.in1k,22.59,77.41,39.5,60.5,2.34,288,1.0,bicubic,-53.098,-53.266,-17
tf_mobilenetv3_large_100.in1k,22.579,77.421,39.777,60.223,5.48,224,0.875,bilinear,-52.937,-52.817,-13
tf_efficientnet_b0.in1k,22.559,77.441,39.57,60.43,5.29,224,0.875,bicubic,-53.971,-53.438,-41
tf_efficientnet_es.in1k,22.406,77.594,39.089,60.911,5.44,224,0.875,bicubic,-54.192,-54.113,-46
convit_tiny.fb_in1k,22.268,77.732,39.675,60.325,5.71,224,0.875,bicubic,-50.844,-52.037,28
ese_vovnet19b_dw.ra_in1k,22.072,77.928,39.464,60.536,6.54,288,0.95,bicubic,-55.672,-54.32,-104
vit_tiny_r_s16_p8_384.augreg_in21k_ft_in1k,21.948,78.052,39.405,60.595,6.36,384,1.0,bicubic,-54.012,-53.857,-35
semnasnet_100.rmsp_in1k,21.889,78.111,38.604,61.396,3.89,224,0.875,bicubic,-53.561,-53.994,-21
pvt_v2_b0.in1k,21.836,78.164,40.152,59.848,3.67,224,0.9,bicubic,-48.824,-50.044,48
vit_tiny_patch16_384.augreg_in21k_ft_in1k,21.72,78.28,39.319,60.681,5.79,384,1.0,bicubic,-56.704,-55.223,-158
vgg19_bn.tv_in1k,21.623,78.376,39.276,60.724,143.68,224,0.875,bilinear,-52.592,-52.568,-3
semnasnet_075.rmsp_in1k,21.582,78.418,38.918,61.082,2.91,224,0.875,bicubic,-51.422,-52.222,16
mobilevitv2_075.cvnets_in1k,21.535,78.465,38.631,61.369,2.87,256,0.888,bicubic,-54.073,-54.113,-37
fbnetc_100.rmsp_in1k,21.492,78.508,38.179,61.821,5.57,224,0.875,bilinear,-53.638,-54.209,-27
repghostnet_100.in1k,21.459,78.541,38.682,61.318,4.07,224,0.875,bicubic,-52.748,-52.86,-7
ghostnet_100.in1k,21.384,78.616,38.158,61.842,5.18,224,0.875,bicubic,-52.574,-53.374,-5
mnasnet_100.rmsp_in1k,21.346,78.653,37.709,62.291,4.38,224,0.875,bicubic,-53.306,-54.413,-20
lcnet_100.ra2_in1k,21.293,78.707,38.867,61.133,2.95,224,0.875,bicubic,-50.809,-51.487,23
mixnet_s.ft_in1k,21.276,78.724,38.199,61.801,4.13,224,0.875,bicubic,-54.718,-55.071,-54
efficientvit_m2.r224_in1k,21.081,78.919,37.69,62.31,4.19,224,0.875,bicubic,-49.733,-52.452,30
spnasnet_100.rmsp_in1k,20.867,79.133,37.896,62.104,4.42,224,0.875,bilinear,-53.227,-53.924,-19
mobilenetv2_100.ra_in1k,20.761,79.239,37.757,62.243,3.50,224,0.875,bicubic,-52.207,-53.259,-2
tf_mixnet_s.in1k,20.474,79.526,36.621,63.379,4.13,224,0.875,bicubic,-55.178,-56.019,-58
vit_tiny_patch16_224.augreg_in21k_ft_in1k,20.46,79.54,37.601,62.399,5.72,224,0.9,bicubic,-55.002,-55.243,-52
tf_mobilenetv3_large_075.in1k,20.378,79.622,36.782,63.218,3.99,224,0.875,bilinear,-53.052,-54.57,-17
deit_tiny_patch16_224.fb_in1k,20.148,79.852,37.537,62.463,5.72,224,0.9,bicubic,-52.022,-53.579,0
tf_mobilenetv3_large_minimal_100.in1k,20.103,79.897,36.894,63.106,3.92,224,0.875,bilinear,-52.161,-53.746,-4
vgg16_bn.tv_in1k,19.945,80.055,36.314,63.686,138.37,224,0.875,bilinear,-53.425,-55.2,-24
efficientvit_m1.r224_in1k,19.938,80.062,36.403,63.597,2.98,224,0.875,bicubic,-48.368,-52.267,22
repghostnet_080.in1k,19.454,80.546,35.953,64.047,3.28,224,0.875,bicubic,-52.758,-54.531,-7
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,19.334,80.666,36.059,63.941,6.34,224,0.9,bicubic,-52.464,-54.765,-3
mobileone_s0.apple_in1k,19.309,80.691,35.342,64.658,5.29,224,0.875,bilinear,-52.093,-54.5,0
tinynet_c.in1k,19.258,80.742,35.982,64.018,2.46,184,0.875,bicubic,-51.984,-53.75,1
edgenext_xx_small.in1k,18.863,81.137,35.159,64.841,1.33,288,1.0,bicubic,-53.015,-55.393,-7
efficientvit_b0.r224_in1k,18.464,81.536,33.19,66.81,3.41,224,0.95,bicubic,-52.934,-56.238,-2
lcnet_075.ra2_in1k,18.128,81.872,34.371,65.629,2.36,224,0.875,bicubic,-50.654,-53.989,9
vgg19.tv_in1k,17.941,82.059,33.058,66.942,143.67,224,0.875,bilinear,-54.437,-57.816,-22
vgg13_bn.tv_in1k,17.798,82.202,34.043,65.957,133.05,224,0.875,bilinear,-53.79,-56.335,-9
vgg16.tv_in1k,17.538,82.462,32.779,67.221,138.36,224,0.875,bilinear,-54.054,-57.605,-11
vgg11_bn.tv_in1k,17.397,82.603,33.001,66.999,132.87,224,0.875,bilinear,-52.985,-56.807,-5
repghostnet_058.in1k,17.161,82.839,32.596,67.404,2.55,224,0.875,bicubic,-51.753,-55.824,1
mobilenetv3_small_100.lamb_in1k,16.803,83.197,32.518,67.482,2.54,224,0.875,bicubic,-50.855,-55.118,7
efficientvit_m0.r224_in1k,16.67,83.33,31.948,68.052,2.35,224,0.875,bicubic,-46.6,-53.228,14
mobilenetv2_050.lamb_in1k,16.668,83.332,31.95,68.05,1.97,224,0.875,bicubic,-49.28,-54.134,9
tinynet_d.in1k,16.658,83.342,32.449,67.551,2.34,152,0.875,bicubic,-50.314,-54.617,4
mnasnet_small.lamb_in1k,16.638,83.362,31.909,68.091,2.03,224,0.875,bicubic,-49.558,-54.595,5
tf_mobilenetv3_small_100.in1k,16.216,83.784,31.205,68.795,2.54,224,0.875,bilinear,-51.706,-56.467,-2
vgg13.tv_in1k,16.096,83.904,30.985,69.015,133.05,224,0.875,bilinear,-53.836,-58.265,-13
vgg11.tv_in1k,15.723,84.278,30.451,69.549,132.86,224,0.875,bilinear,-53.3,-58.173,-13
repghostnet_050.in1k,15.589,84.411,30.189,69.811,2.31,224,0.875,bicubic,-51.377,-56.731,-2
mobilenetv3_small_075.lamb_in1k,14.948,85.052,29.733,70.267,2.04,224,0.875,bicubic,-50.288,-55.713,2
tf_mobilenetv3_small_075.in1k,14.932,85.067,29.562,70.438,2.04,224,0.875,bilinear,-50.794,-56.57,0
lcnet_050.ra2_in1k,14.29,85.71,28.659,71.341,1.88,224,0.875,bicubic,-48.848,-55.724,0
tf_mobilenetv3_small_minimal_100.in1k,13.962,86.038,27.99,72.01,2.04,224,0.875,bilinear,-48.932,-56.248,0
tinynet_e.in1k,12.671,87.329,26.383,73.617,2.04,106,0.875,bicubic,-47.195,-55.379,0
mobilenetv3_small_050.lamb_in1k,11.038,88.962,23.477,76.523,1.59,224,0.875,bicubic,-46.878,-56.703,0
