model,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation
efficientvit_m4.r224_in1k,90.58,9.42,97.53,2.47,8.80,224,0.875,bicubic
mnasnet_100.rmsp_in1k,90.5,9.5,97.47,2.53,4.38,224,0.875,bicubic
spnasnet_100.rmsp_in1k,90.33,9.67,97.19,2.81,4.42,224,0.875,bilinear
repghostnet_100.in1k,90.29,9.71,97.48,2.52,4.07,224,0.875,bicubic
ghostnet_100.in1k,90.18,9.82,97.29,2.71,5.18,224,0.875,bicubic
vgg16_bn.tv_in1k,90.09,9.91,97.37,2.63,138.37,224,0.875,bilinear
vgg19_bn.tv_in1k,90.08,9.92,97.58,2.42,143.68,224,0.875,bilinear
semnasnet_075.rmsp_in1k,90.07,9.93,97.44,2.56,2.91,224,0.875,bicubic
efficientvit_m3.r224_in1k,89.86,10.14,97.54,2.46,6.90,224,0.875,bicubic
vit_base_patch32_224.sam_in1k,89.74,10.26,97.0,3.0,88.22,224,0.9,bicubic
deit_tiny_patch16_224.fb_in1k,89.66,10.34,97.45,2.55,5.72,224,0.9,bicubic
tf_mobilenetv3_large_075.in1k,89.64,10.36,97.19,2.81,3.99,224,0.875,bilinear
mobilenetv2_100.ra_in1k,89.6,10.4,97.15,2.85,3.50,224,0.875,bicubic
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,89.18,10.82,97.22,2.78,6.34,224,0.9,bicubic
vgg19.tv_in1k,89.05,10.95,96.87,3.13,143.67,224,0.875,bilinear
tf_mobilenetv3_large_minimal_100.in1k,88.95,11.05,96.86,3.14,3.92,224,0.875,bilinear
edgenext_xx_small.in1k,88.89,11.11,96.7,3.3,1.33,288,1.0,bicubic
repghostnet_080.in1k,88.84,11.16,96.7,3.3,3.28,224,0.875,bicubic
pvt_v2_b0.in1k,88.78,11.22,96.86,3.14,3.67,224,0.9,bicubic
vgg13_bn.tv_in1k,88.75,11.25,96.98,3.02,133.05,224,0.875,bilinear
lcnet_100.ra2_in1k,88.75,11.25,96.72,3.28,2.95,224,0.875,bicubic
vgg16.tv_in1k,88.56,11.44,96.8,3.2,138.36,224,0.875,bilinear
efficientvit_m2.r224_in1k,88.47,11.53,96.9,3.1,4.19,224,0.875,bicubic
mobileone_s0.apple_in1k,88.23,11.77,96.4,3.6,5.29,224,0.875,bilinear
efficientvit_b0.r224_in1k,87.94,12.06,96.13,3.87,3.41,224,0.95,bicubic
tinynet_c.in1k,87.78,12.22,96.37,3.63,2.46,184,0.875,bicubic
vgg11_bn.tv_in1k,87.5,12.5,96.82,3.18,132.87,224,0.875,bilinear
vgg13.tv_in1k,87.04,12.96,96.33,3.67,133.05,224,0.875,bilinear
efficientvit_m1.r224_in1k,86.79,13.21,96.03,3.97,2.98,224,0.875,bicubic
vgg11.tv_in1k,86.58,13.42,96.28,3.72,132.86,224,0.875,bilinear
repghostnet_058.in1k,86.54,13.46,95.9,4.1,2.55,224,0.875,bicubic
lcnet_075.ra2_in1k,85.97,14.03,95.68,4.32,2.36,224,0.875,bicubic
mobilenetv3_small_100.lamb_in1k,85.22,14.78,95.65,4.35,2.54,224,0.875,bicubic
tf_mobilenetv3_small_100.in1k,85.19,14.81,95.77,4.23,2.54,224,0.875,bilinear
repghostnet_050.in1k,85.06,14.94,95.2,4.8,2.31,224,0.875,bicubic
tinynet_d.in1k,84.72,15.28,95.17,4.83,2.34,152,0.875,bicubic
mnasnet_small.lamb_in1k,84.42,15.58,95.19,4.81,2.03,224,0.875,bicubic
mobilenetv2_050.lamb_in1k,83.91,16.09,94.72,5.28,1.97,224,0.875,bicubic
tf_mobilenetv3_small_075.in1k,83.5,16.5,94.84,5.16,2.04,224,0.875,bilinear
mobilenetv3_small_075.lamb_in1k,83.03,16.97,94.1,5.9,2.04,224,0.875,bicubic
efficientvit_m0.r224_in1k,82.35,17.65,94.43,5.57,2.35,224,0.875,bicubic
lcnet_050.ra2_in1k,81.8,18.2,93.71,6.29,1.88,224,0.875,bicubic
tf_mobilenetv3_small_minimal_100.in1k,81.4,18.6,93.68,6.32,2.04,224,0.875,bilinear
tinynet_e.in1k,78.92,21.08,92.54,7.46,2.04,106,0.875,bicubic
mobilenetv3_small_050.lamb_in1k,77.02,22.98,91.3,8.7,1.59,224,0.875,bicubic
