model,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation
deit_tiny_distilled_patch16_224.fb_in1k,74.504,25.496,91.89,8.11,5.91,224,0.9,bicubic
efficientvit_m4.r224_in1k,74.368,25.632,91.98,8.02,8.80,224,0.875,bicubic
vgg19_bn.tv_in1k,74.216,25.784,91.844,8.156,143.68,224,0.875,bilinear
repghostnet_100.in1k,74.206,25.794,91.542,8.458,4.07,224,0.875,bicubic
spnasnet_100.rmsp_in1k,74.094,25.906,91.82,8.18,4.42,224,0.875,bilinear
ghostnet_100.in1k,73.958,26.042,91.532,8.468,5.18,224,0.875,bicubic
vit_base_patch32_224.sam_in1k,73.694,26.306,91.014,8.986,88.22,224,0.9,bicubic
tf_mobilenetv3_large_075.in1k,73.43,26.57,91.352,8.648,3.99,224,0.875,bilinear
efficientvit_m3.r224_in1k,73.374,26.626,91.348,8.652,6.90,224,0.875,bicubic
vgg16_bn.tv_in1k,73.37,26.63,91.514,8.486,138.37,224,0.875,bilinear
convit_tiny.fb_in1k,73.112,26.888,91.712,8.288,5.71,224,0.875,bicubic
semnasnet_075.rmsp_in1k,73.004,26.996,91.14,8.86,2.91,224,0.875,bicubic
mobilenetv2_100.ra_in1k,72.968,27.032,91.016,8.984,3.50,224,0.875,bicubic
vgg19.tv_in1k,72.378,27.622,90.874,9.126,143.67,224,0.875,bilinear
tf_mobilenetv3_large_minimal_100.in1k,72.264,27.736,90.64,9.36,3.92,224,0.875,bilinear
repghostnet_080.in1k,72.212,27.788,90.484,9.516,3.28,224,0.875,bicubic
deit_tiny_patch16_224.fb_in1k,72.17,27.83,91.116,8.884,5.72,224,0.9,bicubic
lcnet_100.ra2_in1k,72.102,27.898,90.354,9.646,2.95,224,0.875,bicubic
edgenext_xx_small.in1k,71.878,28.122,90.552,9.448,1.33,288,1.0,bicubic
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,71.798,28.202,90.824,9.176,6.34,224,0.9,bicubic
vgg16.tv_in1k,71.592,28.408,90.384,9.616,138.36,224,0.875,bilinear
vgg13_bn.tv_in1k,71.588,28.412,90.378,9.622,133.05,224,0.875,bilinear
mobileone_s0.apple_in1k,71.402,28.598,89.842,10.158,5.29,224,0.875,bilinear
efficientvit_b0.r224_in1k,71.398,28.602,89.428,10.572,3.41,224,0.95,bicubic
tinynet_c.in1k,71.242,28.758,89.732,10.268,2.46,184,0.875,bicubic
efficientvit_m2.r224_in1k,70.814,29.186,90.142,9.858,4.19,224,0.875,bicubic
pvt_v2_b0.in1k,70.66,29.34,90.196,9.804,3.67,224,0.9,bicubic
vgg11_bn.tv_in1k,70.382,29.618,89.808,10.192,132.87,224,0.875,bilinear
vgg13.tv_in1k,69.932,30.068,89.25,10.75,133.05,224,0.875,bilinear
vgg11.tv_in1k,69.022,30.978,88.624,11.376,132.86,224,0.875,bilinear
repghostnet_058.in1k,68.914,31.086,88.42,11.58,2.55,224,0.875,bicubic
lcnet_075.ra2_in1k,68.782,31.218,88.36,11.64,2.36,224,0.875,bicubic
efficientvit_m1.r224_in1k,68.306,31.694,88.67,11.33,2.98,224,0.875,bicubic
tf_mobilenetv3_small_100.in1k,67.922,32.078,87.672,12.328,2.54,224,0.875,bilinear
mobilenetv3_small_100.lamb_in1k,67.658,32.342,87.636,12.364,2.54,224,0.875,bicubic
tinynet_d.in1k,66.972,33.028,87.066,12.934,2.34,152,0.875,bicubic
repghostnet_050.in1k,66.966,33.034,86.92,13.08,2.31,224,0.875,bicubic
mnasnet_small.lamb_in1k,66.196,33.804,86.504,13.496,2.03,224,0.875,bicubic
mobilenetv2_050.lamb_in1k,65.948,34.052,86.084,13.916,1.97,224,0.875,bicubic
tf_mobilenetv3_small_075.in1k,65.726,34.274,86.132,13.868,2.04,224,0.875,bilinear
mobilenetv3_small_075.lamb_in1k,65.236,34.764,85.446,14.554,2.04,224,0.875,bicubic
efficientvit_m0.r224_in1k,63.27,36.73,85.176,14.824,2.35,224,0.875,bicubic
lcnet_050.ra2_in1k,63.138,36.862,84.382,15.618,1.88,224,0.875,bicubic
tf_mobilenetv3_small_minimal_100.in1k,62.894,37.106,84.238,15.762,2.04,224,0.875,bilinear
tinynet_e.in1k,59.866,40.134,81.762,18.238,2.04,106,0.875,bicubic
mobilenetv3_small_050.lamb_in1k,57.916,42.084,80.18,19.82,1.59,224,0.875,bicubic
