model,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation
vgg19_bn.tv_in1k,90.99,9.01,98.1,1.9,143.68,224,0.875,bilinear
efficientvit_m4.r224_in1k,90.74,9.26,98.04,1.96,8.80,224,0.875,bicubic
repghostnet_100.in1k,90.69,9.31,98.12,1.88,4.07,224,0.875,bicubic
spnasnet_100.rmsp_in1k,90.59,9.41,97.95,2.05,4.42,224,0.875,bilinear
vit_base_patch32_224.augreg_in1k,90.59,9.41,97.72,2.28,88.22,224,0.9,bicubic
convit_tiny.fb_in1k,90.55,9.45,98.19,1.81,5.71,224,0.875,bicubic
vgg16_bn.tv_in1k,90.54,9.46,97.99,2.01,138.37,224,0.875,bilinear
ghostnet_100.in1k,90.46,9.54,97.91,2.09,5.18,224,0.875,bicubic
tf_mobilenetv3_large_075.in1k,90.33,9.67,97.87,2.13,3.99,224,0.875,bilinear
semnasnet_075.rmsp_in1k,90.22,9.78,97.95,2.05,2.91,224,0.875,bicubic
efficientvit_m3.r224_in1k,90.0,10.0,97.83,2.17,6.90,224,0.875,bicubic
mobilenetv2_100.ra_in1k,89.87,10.13,97.83,2.17,3.50,224,0.875,bicubic
vit_base_patch32_224.sam_in1k,89.87,10.13,97.6,2.4,88.22,224,0.9,bicubic
edgenext_xx_small.in1k,89.8,10.2,97.5,2.5,1.33,288,1.0,bicubic
vgg19.tv_in1k,89.68,10.32,97.55,2.45,143.67,224,0.875,bilinear
deit_tiny_patch16_224.fb_in1k,89.61,10.39,97.96,2.04,5.72,224,0.9,bicubic
repghostnet_080.in1k,89.47,10.53,97.41,2.59,3.28,224,0.875,bicubic
vgg16.tv_in1k,89.37,10.63,97.52,2.48,138.36,224,0.875,bilinear
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,89.34,10.66,97.7,2.3,6.34,224,0.9,bicubic
vgg13_bn.tv_in1k,89.2,10.8,97.53,2.47,133.05,224,0.875,bilinear
tf_mobilenetv3_large_minimal_100.in1k,89.16,10.84,97.31,2.69,3.92,224,0.875,bilinear
pvt_v2_b0.in1k,88.97,11.03,97.69,2.31,3.67,224,0.9,bicubic
efficientvit_m2.r224_in1k,88.91,11.09,97.39,2.61,4.19,224,0.875,bicubic
lcnet_100.ra2_in1k,88.91,11.09,97.38,2.62,2.95,224,0.875,bicubic
mobileone_s0.apple_in1k,88.81,11.19,97.22,2.78,5.29,224,0.875,bilinear
tinynet_c.in1k,88.4,11.6,97.26,2.74,2.46,184,0.875,bicubic
vgg11_bn.tv_in1k,88.4,11.6,97.25,2.75,132.87,224,0.875,bilinear
efficientvit_b0.r224_in1k,88.3,11.7,96.88,3.12,3.41,224,0.95,bicubic
vgg13.tv_in1k,87.57,12.43,97.11,2.89,133.05,224,0.875,bilinear
vgg11.tv_in1k,87.35,12.65,97.1,2.9,132.86,224,0.875,bilinear
efficientvit_m1.r224_in1k,87.22,12.78,97.02,2.98,2.98,224,0.875,bicubic
repghostnet_058.in1k,87.15,12.85,96.78,3.22,2.55,224,0.875,bicubic
lcnet_075.ra2_in1k,86.96,13.04,96.55,3.45,2.36,224,0.875,bicubic
mobilenetv3_small_100.lamb_in1k,86.18,13.82,96.45,3.55,2.54,224,0.875,bicubic
tf_mobilenetv3_small_100.in1k,85.95,14.05,96.4,3.6,2.54,224,0.875,bilinear
mnasnet_small.lamb_in1k,85.48,14.52,96.0,4.0,2.03,224,0.875,bicubic
repghostnet_050.in1k,85.45,14.55,96.15,3.85,2.31,224,0.875,bicubic
tinynet_d.in1k,85.44,14.56,96.02,3.98,2.34,152,0.875,bicubic
mobilenetv2_050.lamb_in1k,84.99,15.01,95.62,4.38,1.97,224,0.875,bicubic
tf_mobilenetv3_small_075.in1k,84.5,15.5,95.88,4.12,2.04,224,0.875,bilinear
mobilenetv3_small_075.lamb_in1k,84.12,15.88,95.52,4.48,2.04,224,0.875,bicubic
efficientvit_m0.r224_in1k,83.22,16.78,95.7,4.3,2.35,224,0.875,bicubic
lcnet_050.ra2_in1k,83.04,16.96,95.02,4.98,1.88,224,0.875,bicubic
tf_mobilenetv3_small_minimal_100.in1k,82.66,17.34,95.03,4.97,2.04,224,0.875,bilinear
tinynet_e.in1k,79.81,20.19,93.97,6.03,2.04,106,0.875,bicubic
mobilenetv3_small_050.lamb_in1k,78.08,21.92,93.01,6.99,1.59,224,0.875,bicubic
