model,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation,top1_diff,top5_diff,rank_diff
eca_resnet33ts.ra2_in1k,40.4,59.6,57.34,42.66,19.68,288,1.0,bicubic,-53.85,-41.69,-60
efficientnet_el_pruned.in1k,40.383,59.617,56.907,43.093,10.59,300,0.904,bicubic,-53.707,-42.113,-35
efficientnet_b2_pruned.in1k,40.373,59.627,56.52,43.48,8.31,260,0.89,bicubic,-53.427,-42.34,3
sebotnet33ts_256.a1h_in1k,40.353,59.647,53.223,46.777,13.70,256,0.94,bicubic,-53.957,-45.377,-80
tf_efficientnet_b0.ap_in1k,40.343,59.657,56.803,43.197,5.29,224,0.875,bicubic,-52.277,-41.567,161
xception65.tf_in1k,40.253,59.747,55.263,44.737,39.92,299,0.903,bicubic,-53.497,-43.607,5
poolformerv2_s12.sail_in1k,40.16,59.84,57.447,42.553,11.89,224,1.0,bicubic,-52.73,-41.083,129
mobilevitv2_200.cvnets_in1k,40.14,59.86,55.517,44.483,18.45,256,0.888,bicubic,-54.38,-43.653,-137
fastvit_t12.apple_in1k,40.127,59.873,55.243,44.757,7.55,256,0.9,bicubic,-53.363,-43.617,42
darknetaa53.c2ns_in1k,40.12,59.88,55.787,44.213,36.02,288,1.0,bilinear,-54.09,-43.213,-70
vit_base_patch16_224.sam_in1k,40.1,59.9,55.423,44.577,86.57,224,0.9,bicubic,-53.79,-43.317,-28
seresnet33ts.ra2_in1k,39.99,60.01,56.403,43.597,19.78,288,1.0,bicubic,-54.27,-42.597,-90
tf_efficientnet_b1.aa_in1k,39.97,60.03,56.127,43.873,7.79,240,0.882,bicubic,-53.75,-42.683,-8
fastvit_s12.apple_in1k,39.927,60.073,54.84,45.16,9.47,256,0.9,bicubic,-53.773,-43.92,-3
convnext_pico_ols.d1_in1k,39.887,60.113,55.617,44.383,9.06,288,1.0,bicubic,-54.123,-43.413,-52
resmlp_12_224.fb_distilled_in1k,39.833,60.167,57.43,42.57,15.35,224,0.875,bicubic,-53.037,-41.19,115
tf_efficientnetv2_b0.in1k,39.8,60.2,56.287,43.713,7.14,224,0.875,bicubic,-53.26,-42.413,80
darknet53.c2ns_in1k,39.737,60.263,55.287,44.713,41.61,288,1.0,bicubic,-54.623,-43.763,-121
vit_small_patch32_224.augreg_in21k_ft_in1k,39.677,60.323,55.253,44.747,22.88,224,0.9,bicubic,-52.463,-43.267,162
vit_small_patch16_384.augreg_in1k,39.623,60.377,54.243,45.757,22.20,384,1.0,bicubic,-54.987,-44.897,-185
mixnet_xl.ra_in1k,39.62,60.38,55.87,44.13,11.90,224,0.875,bicubic,-54.61,-43.18,-99
xception41.tf_in1k,39.607,60.393,55.013,44.987,26.97,299,0.903,bicubic,-53.873,-43.737,19
tf_efficientnetv2_b1.in1k,39.573,60.427,55.327,44.673,8.14,240,0.882,bicubic,-54.137,-43.463,-24
sehalonet33ts.ra2_in1k,39.54,60.46,54.023,45.977,13.69,256,0.94,bicubic,-54.97,-44.737,-163
convnext_pico.d1_in1k,39.517,60.483,55.317,44.683,9.05,288,0.95,bicubic,-54.513,-43.693,-77
tf_efficientnet_b2.in1k,39.513,60.487,56.107,43.893,9.11,260,0.89,bicubic,-54.197,-42.703,-30
rexnet_130.nav_in1k,39.48,60.52,56.637,43.363,7.56,224,0.875,bicubic,-54.2,-42.063,-23
levit_128.fb_dist_in1k,39.447,60.553,55.35,44.65,9.21,224,0.9,bicubic,-53.583,-43.36,62
levit_conv_128.fb_dist_in1k,39.447,60.553,55.337,44.663,9.21,224,0.9,bicubic,-53.583,-43.363,62
gcresnet33ts.ra2_in1k,39.333,60.667,55.88,44.12,19.88,288,1.0,bicubic,-55.017,-43.22,-140
mobilevitv2_150.cvnets_in1k,39.323,60.677,55.23,44.77,10.59,256,0.888,bicubic,-54.727,-43.67,-89
tf_efficientnet_el.in1k,39.287,60.713,55.377,44.623,10.59,300,0.904,bicubic,-55.063,-43.583,-145
densenet169.tv_in1k,39.17,60.83,55.86,44.14,14.15,224,0.875,bicubic,-53.13,-42.75,123
tf_efficientnetv2_b2.in1k,39.167,60.833,54.563,45.437,10.10,260,0.89,bicubic,-54.893,-44.367,-101
efficientnet_b1_pruned.in1k,39.003,60.997,55.63,44.37,6.33,240,0.882,bicubic,-53.977,-43.1,57
efficientvit_m5.r224_in1k,38.82,61.18,54.98,45.02,12.47,224,0.875,bicubic,-53.33,-43.54,116
dpn68.mx_in1k,38.687,61.313,54.687,45.313,12.61,224,0.875,bicubic,-53.613,-43.903,104
resnet33ts.ra2_in1k,38.667,61.333,55.173,44.827,19.68,288,1.0,bicubic,-55.263,-43.707,-102
selecsls60.in1k,38.62,61.38,55.617,44.383,30.67,224,0.875,bicubic,-54.39,-42.873,28
tf_efficientnet_b0.aa_in1k,38.597,61.403,55.97,44.03,5.29,224,0.875,bicubic,-53.803,-42.5,90
densenetblur121d.ra_in1k,38.593,61.407,55.637,44.363,8.00,288,0.95,bicubic,-54.437,-43.063,22
selecsls60b.in1k,38.55,61.45,55.31,44.69,32.77,224,0.875,bicubic,-54.95,-43.47,-43
dpn68b.mx_in1k,38.53,61.47,55.183,44.817,12.61,224,0.875,bicubic,-54.25,-43.337,51
hardcorenas_f.miil_green_in1k,38.507,61.493,55.653,44.347,8.20,224,0.875,bilinear,-54.473,-42.977,26
resmlp_12_224.fb_in1k,38.44,61.56,56.327,43.673,15.35,224,0.875,bicubic,-53.68,-42.243,98
tf_efficientnet_cc_b0_4e.in1k,38.43,61.57,55.177,44.823,13.31,224,0.875,bicubic,-54.39,-43.263,44
ghostnetv2_160.in1k,38.41,61.59,55.53,44.47,12.39,224,0.875,bicubic,-54.68,-43.21,2
tinynet_a.in1k,38.23,61.77,55.193,44.807,6.19,192,0.875,bicubic,-54.58,-43.367,37
densenet121.ra_in1k,38.18,61.82,55.137,44.863,7.98,288,0.95,bicubic,-54.52,-43.503,44
mixnet_l.ft_in1k,38.173,61.827,54.797,45.203,7.33,224,0.875,bicubic,-55.067,-43.953,-21
poolformer_s12.sail_in1k,38.157,61.843,56.213,43.787,11.92,224,0.9,bicubic,-54.343,-42.177,58
hardcorenas_e.miil_green_in1k,38.15,61.85,55.177,44.823,8.07,224,0.875,bilinear,-54.79,-43.333,12
efficientnet_b1.ft_in1k,38.08,61.92,54.0,46.0,7.79,256,1.0,bicubic,-54.94,-44.71,-2
vit_base_patch16_224.augreg_in1k,38.037,61.963,50.71,49.29,86.57,224,0.9,bicubic,-55.313,-48.05,-37
mobilevitv2_125.cvnets_in1k,37.893,62.107,54.067,45.933,7.48,256,0.888,bicubic,-55.587,-44.773,-68
hardcorenas_c.miil_green_in1k,37.86,62.14,55.727,44.273,5.52,224,0.875,bilinear,-54.49,-42.613,58
efficientformerv2_s0.snap_dist_in1k,37.823,62.177,54.053,45.947,3.60,224,0.95,bicubic,-54.037,-44.317,82
efficientnet_es.ra_in1k,37.787,62.213,54.96,45.04,5.44,224,0.875,bicubic,-55.123,-43.72,4
convnext_femto.d1_in1k,37.733,62.267,54.1,45.9,5.22,288,0.95,bicubic,-55.707,-44.72,-65
vit_base_patch32_224.augreg_in1k,37.563,62.437,51.81,48.19,88.22,224,0.9,bicubic,-53.027,-45.91,122
fastvit_t8.apple_dist_in1k,37.557,62.443,53.83,46.17,4.03,256,0.9,bicubic,-55.033,-44.71,30
hardcorenas_d.miil_green_in1k,37.543,62.457,54.72,45.28,7.50,224,0.875,bilinear,-55.067,-43.79,26
convnext_femto_ols.d1_in1k,37.253,62.747,53.047,46.953,5.23,288,0.95,bicubic,-56.137,-45.863,-67
mobilenetv3_large_100.miil_in21k_ft_in1k,37.243,62.757,53.543,46.457,5.48,224,0.875,bilinear,-55.017,-44.697,47
hardcorenas_b.miil_green_in1k,37.233,62.767,55.033,44.967,5.18,224,0.875,bilinear,-54.687,-43.377,60
fastvit_t8.apple_in1k,37.217,62.783,53.133,46.867,4.03,256,0.9,bicubic,-54.713,-45.247,56
cs3darknet_focus_m.c2ns_in1k,37.14,62.86,53.91,46.09,9.30,288,0.95,bicubic,-55.96,-44.84,-46
vit_small_patch16_224.augreg_in1k,37.08,62.92,51.553,48.447,22.05,224,0.9,bicubic,-56.37,-47.227,-90
rexnet_100.nav_in1k,37.057,62.943,54.05,45.95,4.80,224,0.875,bicubic,-55.773,-44.55,-12
tf_efficientnet_b1.in1k,37.017,62.983,53.417,46.583,7.79,240,0.882,bicubic,-55.913,-45.243,-29
tf_mixnet_l.in1k,36.96,63.04,52.597,47.403,7.33,224,0.875,bicubic,-56.07,-45.933,-48
mobileone_s1.apple_in1k,36.93,63.07,54.603,45.397,4.83,224,0.9,bilinear,-54.86,-43.857,46
ghostnetv2_130.in1k,36.887,63.113,54.137,45.863,8.96,224,0.875,bicubic,-55.353,-44.243,28
densenet121.tv_in1k,36.807,63.193,54.03,45.97,7.98,224,0.875,bicubic,-54.593,-44.22,60
tf_efficientnet_lite2.in1k,36.8,63.2,53.313,46.687,6.09,260,0.89,bicubic,-55.79,-45.117,-3
mobilenetv2_120d.ra_in1k,36.79,63.21,54.047,45.953,5.83,224,0.875,bicubic,-55.82,-44.383,-7
tf_efficientnet_lite1.in1k,36.73,63.27,53.583,46.417,5.42,240,0.882,bicubic,-55.56,-44.917,17
hardcorenas_a.miil_green_in1k,36.687,63.313,54.923,45.077,5.26,224,0.875,bilinear,-54.933,-43.357,45
levit_conv_128s.fb_dist_in1k,36.623,63.377,53.137,46.863,7.78,224,0.9,bicubic,-54.877,-45.263,48
levit_128s.fb_dist_in1k,36.623,63.377,53.13,46.87,7.78,224,0.9,bicubic,-54.887,-45.27,48
repghostnet_150.in1k,36.617,63.383,54.11,45.89,6.58,224,0.875,bicubic,-55.763,-44.42,4
efficientnet_b0.ra_in1k,36.593,63.407,53.477,46.523,5.29,224,0.875,bicubic,-55.887,-45.203,-3
efficientvit_m4.r224_in1k,36.587,63.413,53.267,46.733,8.80,224,0.875,bicubic,-54.153,-44.773,74
vit_base_patch32_224.sam_in1k,36.543,63.457,53.043,46.957,88.22,224,0.9,bicubic,-53.327,-44.557,94
cs3darknet_m.c2ns_in1k,36.48,63.52,53.23,46.77,9.31,288,0.95,bicubic,-56.8,-45.49,-96
tf_efficientnet_em.in1k,36.393,63.607,52.853,47.147,6.90,240,0.882,bicubic,-56.797,-45.637,-90
mobilevitv2_100.cvnets_in1k,36.387,63.613,53.083,46.917,4.90,256,0.888,bicubic,-56.753,-45.677,-84
efficientvit_m3.r224_in1k,36.09,63.91,52.453,47.547,6.90,224,0.875,bicubic,-53.91,-45.377,77
deit_tiny_distilled_patch16_224.fb_in1k,36.023,63.977,54.243,45.757,5.91,224,0.9,bicubic,-55.057,-44.027,50
mobilenetv2_140.ra_in1k,35.997,64.003,53.963,46.037,6.11,224,0.875,bicubic,-56.053,-44.287,4
tf_efficientnet_lite0.in1k,35.937,64.063,53.477,46.523,4.65,224,0.875,bicubic,-55.343,-44.363,29
selecsls42b.in1k,35.813,64.187,52.473,47.527,32.46,224,0.875,bicubic,-56.667,-46.157,-25
convnext_atto.d2_in1k,35.777,64.223,52.323,47.677,3.70,288,0.95,bicubic,-56.993,-46.167,-56
efficientnet_lite0.ra_in1k,35.64,64.36,53.663,46.337,4.65,224,0.875,bicubic,-55.61,-44.577,22
mixnet_m.ft_in1k,35.633,64.367,52.423,47.577,5.01,224,0.875,bicubic,-56.637,-45.937,-20
mobilenetv3_rw.rmsp_in1k,35.543,64.457,53.707,46.293,5.48,224,0.875,bicubic,-56.007,-44.573,9
convnext_atto_ols.a2_in1k,35.403,64.597,51.39,48.61,3.70,288,0.95,bicubic,-57.577,-47.15,-93
efficientnet_es_pruned.in1k,35.393,64.607,52.84,47.16,5.44,224,0.875,bicubic,-56.307,-45.57,-3
mobilenetv2_110d.ra_in1k,35.313,64.687,52.87,47.13,4.52,224,0.875,bicubic,-56.017,-45.32,12
repghostnet_130.in1k,35.263,64.737,52.567,47.433,5.48,224,0.875,bicubic,-56.677,-45.823,-14
tf_mixnet_m.in1k,35.193,64.807,50.987,49.013,5.01,224,0.875,bicubic,-57.017,-47.433,-25
convit_tiny.fb_in1k,35.027,64.973,51.777,48.223,5.71,224,0.875,bicubic,-55.523,-46.413,36
tinynet_b.in1k,34.867,65.133,51.997,48.003,3.73,188,0.875,bicubic,-56.243,-46.063,15
tf_efficientnet_b0.in1k,34.623,65.377,51.143,48.857,5.29,224,0.875,bicubic,-57.657,-47.407,-41
mobilenetv3_large_100.ra_in1k,34.6,65.4,52.843,47.157,5.48,224,0.875,bicubic,-56.87,-45.477,-7
pvt_v2_b0.in1k,34.4,65.6,53.103,46.897,3.67,224,0.9,bicubic,-54.57,-44.587,55
tf_efficientnet_es.in1k,34.26,65.74,51.353,48.647,5.44,224,0.875,bicubic,-57.85,-47.077,-35
fbnetc_100.rmsp_in1k,34.243,65.757,51.19,48.81,5.57,224,0.875,bilinear,-57.037,-46.89,-6
ghostnetv2_100.in1k,34.037,65.963,51.973,48.027,6.16,224,0.875,bicubic,-57.593,-46.317,-24
tf_mobilenetv3_large_100.in1k,33.963,66.037,51.47,48.53,5.48,224,0.875,bilinear,-57.457,-46.79,-16
repghostnet_111.in1k,33.79,66.21,51.543,48.457,4.54,224,0.875,bicubic,-57.31,-46.687,0
mnasnet_100.rmsp_in1k,33.777,66.223,51.15,48.85,4.38,224,0.875,bicubic,-57.433,-47.07,-11
semnasnet_075.rmsp_in1k,33.773,66.227,52.403,47.597,2.91,224,0.875,bicubic,-56.447,-45.547,21
lcnet_100.ra2_in1k,33.767,66.233,52.09,47.91,2.95,224,0.875,bicubic,-55.143,-45.29,45
ese_vovnet19b_dw.ra_in1k,33.753,66.247,50.92,49.08,6.54,288,0.95,bicubic,-59.007,-47.73,-97
vit_tiny_r_s16_p8_384.augreg_in21k_ft_in1k,33.633,66.367,50.687,49.313,6.36,384,1.0,bicubic,-58.097,-47.743,-40
vit_tiny_patch16_384.augreg_in21k_ft_in1k,33.55,66.45,51.077,48.923,5.79,384,1.0,bicubic,-59.87,-47.733,-183
semnasnet_100.rmsp_in1k,33.507,66.493,50.803,49.197,3.89,224,0.875,bicubic,-58.163,-47.487,-39
spnasnet_100.rmsp_in1k,33.49,66.51,51.287,48.713,4.42,224,0.875,bilinear,-57.1,-46.663,1
mixnet_s.ft_in1k,33.467,66.533,51.007,48.993,4.13,224,0.875,bicubic,-58.313,-47.293,-46
mobilevitv2_075.cvnets_in1k,33.34,66.66,50.11,49.89,2.87,256,0.888,bicubic,-58.63,-48.19,-56
efficientvit_m2.r224_in1k,33.293,66.707,49.81,50.19,4.19,224,0.875,bicubic,-55.617,-47.58,32
vgg19_bn.tv_in1k,33.24,66.76,50.777,49.223,143.68,224,0.875,bilinear,-57.75,-47.323,-12
repghostnet_100.in1k,33.14,66.86,50.77,49.23,4.07,224,0.875,bicubic,-57.55,-47.35,-7
edgenext_x_small.in1k,33.11,66.89,49.003,50.997,2.34,288,1.0,bicubic,-58.47,-49.187,-44
mobileone_s0.apple_in1k,32.853,67.147,51.063,48.937,5.29,224,0.875,bilinear,-55.957,-46.157,25
deit_tiny_patch16_224.fb_in1k,32.65,67.35,50.263,49.737,5.72,224,0.9,bicubic,-56.96,-47.697,6
ghostnet_100.in1k,32.55,67.45,50.41,49.59,5.18,224,0.875,bicubic,-57.91,-47.5,-13
mobilenetv2_100.ra_in1k,32.513,67.487,50.79,49.21,3.50,224,0.875,bicubic,-57.357,-47.04,-2
tf_mixnet_s.in1k,32.2,67.8,48.523,51.477,4.13,224,0.875,bicubic,-59.48,-49.717,-67
vit_tiny_patch16_224.augreg_in21k_ft_in1k,32.02,67.98,49.017,50.983,5.72,224,0.9,bicubic,-59.9,-49.323,-77
tf_mobilenetv3_large_075.in1k,31.847,68.153,49.13,50.87,3.99,224,0.875,bilinear,-58.483,-48.74,-21
tf_mobilenetv3_large_minimal_100.in1k,31.6,68.4,49.353,50.647,3.92,224,0.875,bilinear,-57.56,-47.957,2
efficientvit_m1.r224_in1k,31.297,68.703,48.197,51.803,2.98,224,0.875,bicubic,-55.923,-48.823,18
repghostnet_080.in1k,30.873,69.127,48.797,51.203,3.28,224,0.875,bicubic,-58.597,-48.833,-6
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,30.79,69.21,47.663,52.337,6.34,224,0.9,bicubic,-58.55,-50.037,-5
tinynet_c.in1k,30.517,69.483,48.477,51.523,2.46,184,0.875,bicubic,-57.883,-48.783,6
lcnet_075.ra2_in1k,30.373,69.627,48.77,51.23,2.36,224,0.875,bicubic,-56.587,-47.78,19
vgg16_bn.tv_in1k,30.357,69.643,47.28,52.72,138.37,224,0.875,bilinear,-60.183,-50.71,-32
efficientvit_b0.r224_in1k,30.06,69.94,46.603,53.397,3.41,224,0.95,bicubic,-58.24,-50.277,4
edgenext_xx_small.in1k,29.75,70.25,46.487,53.513,1.33,288,1.0,bicubic,-60.05,-51.013,-19
mobilenetv3_small_100.lamb_in1k,29.05,70.95,47.2,52.8,2.54,224,0.875,bicubic,-57.13,-49.25,14
mnasnet_small.lamb_in1k,28.953,71.047,47.287,52.713,2.03,224,0.875,bicubic,-56.527,-48.713,15
vgg13_bn.tv_in1k,28.863,71.137,46.73,53.27,133.05,224,0.875,bilinear,-60.337,-50.8,-13
efficientvit_m0.r224_in1k,28.797,71.203,45.777,54.223,2.35,224,0.875,bicubic,-54.423,-49.923,19
mobilenetv2_050.lamb_in1k,28.657,71.343,46.597,53.403,1.97,224,0.875,bicubic,-56.333,-49.023,14
vgg19.tv_in1k,28.58,71.42,45.167,54.833,143.67,224,0.875,bilinear,-61.1,-52.383,-27
vgg11_bn.tv_in1k,28.43,71.57,46.46,53.54,132.87,224,0.875,bilinear,-59.97,-50.79,-11
repghostnet_058.in1k,28.4,71.6,46.587,53.413,2.55,224,0.875,bicubic,-58.75,-50.193,-3
tinynet_d.in1k,27.96,72.04,45.877,54.123,2.34,152,0.875,bicubic,-57.48,-50.143,7
vgg16.tv_in1k,27.877,72.123,44.68,55.32,138.36,224,0.875,bilinear,-61.493,-52.84,-28
tf_mobilenetv3_small_100.in1k,27.293,72.707,44.41,55.59,2.54,224,0.875,bilinear,-58.657,-51.99,0
repghostnet_050.in1k,27.06,72.94,44.977,55.023,2.31,224,0.875,bicubic,-58.39,-51.173,1
vgg11.tv_in1k,26.537,73.463,43.47,56.53,132.86,224,0.875,bilinear,-60.813,-53.63,-12
mobilenetv3_small_075.lamb_in1k,26.533,73.467,43.877,56.123,2.04,224,0.875,bicubic,-57.587,-51.643,4
vgg13.tv_in1k,26.273,73.727,43.353,56.647,133.05,224,0.875,bilinear,-61.297,-53.757,-17
lcnet_050.ra2_in1k,26.197,73.803,44.577,55.423,1.88,224,0.875,bicubic,-56.843,-50.443,2
tf_mobilenetv3_small_075.in1k,26.197,73.803,43.617,56.383,2.04,224,0.875,bilinear,-58.303,-52.263,-2
tf_mobilenetv3_small_minimal_100.in1k,25.123,74.877,42.95,57.05,2.04,224,0.875,bilinear,-57.537,-52.08,0
tinynet_e.in1k,23.353,76.647,41.067,58.933,2.04,106,0.875,bicubic,-56.457,-52.903,0
mobilenetv3_small_050.lamb_in1k,21.737,78.263,38.757,61.243,1.59,224,0.875,bicubic,-56.343,-54.253,0
